elapsed_time_sec,ch0_voltage,ch1_voltage,ch2_voltage,ch3_voltage
48.14007,-0.002677579,-0.0061180107,-0.0064782426,0.029347919
48.15008,-0.0035347985,-0.0052309637,-0.006147807,0.029181752
48.160076,-0.004187894,-0.007553728,-0.007748226,0.026806116
48.170074,-0.0035206524,-0.0058429693,-0.00598773,0.028546482
48.180084,-0.004680415,-0.007502442,-0.006876317,0.02709514
48.19007,-0.0018295851,-0.005697038,-0.0053534857,0.028876608
48.20008,-0.0025787577,-0.0061035687,-0.0058518522,0.028037509
48.210083,-0.0049333763,-0.0074036354,-0.007188653,0.027087228
48.220074,-0.0032810096,-0.0053682136,-0.004921809,0.028315922
48.230083,-0.004826039,-0.00769666,-0.008113448,0.026945196
48.240074,-0.0031654378,-0.0057502985,-0.005005443,0.028773341
48.250076,-0.0029765738,-0.005940395,-0.005903315,0.02869213
48.260086,-0.005238995,-0.0076684835,-0.0072157625,0.027032953
48.270073,-0.0029380508,-0.005703082,-0.0057111485,0.029371992
48.280083,-0.0042510685,-0.008103781,-0.007806561,0.027360179
48.290073,-0.0031758249,-0.005954541,-0.0057408363,0.027974797
48.300076,-0.002977934,-0.005407091,-0.0056486484,0.028461961
48.310314,-0.0031316362,-0.005068807,-0.007676985,0.027183944
48.320076,-0.0026621697,-0.0057494943,-0.0056306133,0.028405244
48.330082,-0.005291747,-0.008071539,-0.007894051,0.027857583
48.340073,-0.003035015,-0.0059929695,-0.0063203513,0.028430972
48.35008,-0.0029317583,-0.0057691876,-0.0062220385,0.02820564
48.360092,-0.004828665,-0.007661434,-0.007300414,0.026451271
48.370075,-0.003504484,-0.00590626,-0.0056426916,0.028633643
48.380085,-0.005443947,-0.007921232,-0.0077693365,0.027940579
48.390076,-0.0029257499,-0.0057571325,-0.0059498097,0.028782647
48.400078,-0.0027432113,-0.005552597,-0.005898016,0.02858549
48.410084,-0.0041859304,-0.006768104,-0.0086284885,0.027041655
48.420074,-0.0028053783,-0.0056632343,-0.0060657673,0.028460909
48.430084,-0.004390469,-0.008131731,-0.007370139,0.027373463
48.440075,-0.0028893913,-0.0056758663,-0.005983661,0.028367411
48.450077,-0.0026585243,-0.005522365,-0.005456638,0.028554512
